filename,width,height,class,xmin,ymin,xmax,ymax
maybay_muctieu (169).jpg,355,142,maybay_muctieu,274,10,351,62
maybay_muctieu (170).jpg,300,168,maybay_muctieu,24,20,300,128
maybay_muctieu (171).jpg,300,168,maybay_muctieu,45,42,287,140
maybay_muctieu (172).jpg,275,183,maybay_muctieu,49,53,162,98
maybay_muctieu (172).jpg,275,183,maybay_muctieu,1,60,259,144
maybay_muctieu (173).jpg,278,181,maybay_muctieu,8,35,275,181
maybay_muctieu (40).jpg,284,177,maybay_muctieu,108,6,234,165
maybay_muctieu (41).jpg,260,194,maybay_muctieu,43,43,241,116
maybay_muctieu (42).jpg,275,183,maybay_muctieu,10,50,262,125
maybay_muctieu (43).jpg,286,176,maybay_muctieu,24,55,264,149
maybay_muctieu (432).jpg,284,177,maybay_muctieu,32,9,254,164
maybay_muctieu (433).jpg,335,150,maybay_muctieu,39,56,289,130
maybay_muctieu (434).jpg,275,183,maybay_muctieu,19,25,266,126
maybay_muctieu (435).jpg,272,185,maybay_muctieu,14,10,260,175
maybay_muctieu (436).jpg,289,175,maybay_muctieu,12,33,271,149
maybay_muctieu (437).jpg,275,183,maybay_muctieu,63,26,245,146
maybay_muctieu (438).jpg,259,194,maybay_muctieu,12,37,234,172
maybay_muctieu (439).jpg,300,168,maybay_muctieu,13,10,289,146
maybay_muctieu (44).jpg,273,184,maybay_muctieu,32,51,245,124
maybay_muctieu (44).jpg,273,184,maybay_muctieu,33,18,132,69
maybay_muctieu (44).jpg,273,184,maybay_muctieu,188,16,262,62
maybay_muctieu (440).jpg,275,183,maybay_muctieu,9,25,270,150
maybay_muctieu (441).jpg,225,225,maybay_muctieu,12,26,218,193
maybay_muctieu (442).jpg,275,183,maybay_muctieu,79,32,262,123
maybay_muctieu (443).jpg,300,168,maybay_muctieu,22,34,118,75
maybay_muctieu (443).jpg,300,168,maybay_muctieu,163,32,273,76
maybay_muctieu (444).jpg,100,100,maybay_muctieu,1,23,100,70
maybay_muctieu (445).jpg,290,174,maybay_muctieu,20,50,286,149
maybay_muctieu (446).jpg,275,183,maybay_muctieu,8,45,271,124
maybay_muctieu (447).jpg,262,192,maybay_muctieu,11,47,252,137
maybay_muctieu (448).jpg,262,193,maybay_muctieu,5,71,262,144
maybay_muctieu (449).jpg,283,178,maybay_muctieu,18,16,257,166
maybay_muctieu (45).jpg,275,183,maybay_muctieu,50,46,216,152
maybay_muctieu (450).jpg,290,174,maybay_muctieu,19,43,284,147
maybay_muctieu (451).jpg,275,183,maybay_muctieu,15,47,266,123
maybay_muctieu (452).jpg,262,192,maybay_muctieu,11,42,252,134
maybay_muctieu (453).jpg,262,193,maybay_muctieu,8,67,262,152
maybay_muctieu (454).jpg,283,178,maybay_muctieu,23,19,258,163
maybay_muctieu (455).jpg,259,194,maybay_muctieu,14,30,248,108
maybay_muctieu (46).jpg,268,188,maybay_muctieu,9,29,261,156
maybay_muctieu (47).jpg,290,174,maybay_muctieu,7,21,289,111
maybay_muctieu (47).jpg,290,174,ten_lua,62,122,184,148
maybay_muctieu (48).jpg,260,194,maybay_muctieu,11,31,253,170
maybay_muctieu (49).jpg,100,100,maybay_muctieu,1,22,100,74
maybay_muctieu (50).jpg,100,100,maybay_muctieu,1,25,100,67
maybay_muctieu (51).jpg,270,187,maybay_muctieu,39,56,269,146
maybay_muctieu (51).jpg,270,187,maybay_muctieu,8,19,64,47
maybay_muctieu (51).jpg,270,187,ten_lua,99,114,165,136
maybay_muctieu (52).jpg,283,178,maybay_muctieu,72,18,266,67
maybay_muctieu (52).jpg,283,178,maybay_muctieu,20,76,249,157
maybay_muctieu (53).jpg,100,100,maybay_muctieu,1,13,100,91
maybay_muctieu (54).jpg,202,250,maybay_muctieu,11,18,173,67
maybay_muctieu (54).jpg,202,250,maybay_muctieu,42,69,196,124
maybay_muctieu (54).jpg,202,250,maybay_muctieu,23,130,181,237
maybay_muctieu (54).jpg,202,250,maybay_muctieu,1,123,98,172
maybay_muctieu (55).jpg,100,100,maybay_muctieu,4,26,99,60
maybay_muctieu (55).jpg,100,100,maybay_muctieu,54,65,100,85
maybay_muctieu (56).jpg,281,180,maybay_muctieu,38,20,267,171
maybay_muctieu (57).jpg,300,168,maybay_muctieu,15,45,300,138
maybay_muctieu (58).jpg,275,183,maybay_muctieu,45,58,244,112
maybay_muctieu (59).jpg,271,186,maybay_muctieu,6,23,263,143
maybay_muctieu (60).jpg,300,168,maybay_muctieu,8,13,286,141
maybay_muctieu (61).jpg,300,168,maybay_muctieu,23,51,283,155
maybay_muctieu (62).jpg,299,168,maybay_muctieu,36,23,295,144
maybay_muctieu (63).jpg,300,168,maybay_muctieu,4,25,287,152
maybay_muctieu (64).jpg,300,168,maybay_muctieu,62,31,246,137
maybay_muctieu (65).jpg,275,183,maybay_muctieu,19,27,239,127
maybay_muctieu (65).jpg,275,183,ten_lua,126,32,159,41
maybay_muctieu (65).jpg,275,183,ten_lua,112,43,156,54
maybay_muctieu (65).jpg,275,183,ten_lua,153,101,194,111
maybay_muctieu (65).jpg,275,183,ten_lua,178,110,212,121
maybay_muctieu (66).jpg,300,168,maybay_muctieu,11,30,289,149
maybay_muctieu (67).jpg,275,183,maybay_muctieu,22,57,267,143
maybay_muctieu (68).jpg,299,168,maybay_muctieu,12,41,291,124
maybay_muctieu (69).jpg,275,183,maybay_muctieu,12,32,265,130
maybay_muctieu (70).jpg,300,168,maybay_muctieu,40,20,287,146
maybay_muctieu (71).jpg,277,182,maybay_muctieu,12,25,259,151
maybay_muctieu (72).jpg,259,194,maybay_muctieu,10,79,222,163
maybay_muctieu (73).jpg,299,168,maybay_muctieu,35,39,299,133
maybay_muctieu (74).jpg,300,168,maybay_muctieu,155,31,280,115
maybay_muctieu (75).jpg,274,184,maybay_muctieu,11,40,274,118
maybay_muctieu (76).jpg,275,183,maybay_muctieu,6,45,275,168
maybay_muctieu (77).jpg,306,165,maybay_muctieu,11,23,299,132
maybay_muctieu (78).jpg,286,176,maybay_muctieu,1,29,286,133
maybay_muctieu (79).jpg,259,194,maybay_muctieu,36,53,215,115
maybay_muctieu (80).jpg,269,187,maybay_muctieu,13,45,244,140
maybay_muctieu (81).jpg,322,156,maybay_muctieu,12,52,121,114
maybay_muctieu (81).jpg,322,156,maybay_muctieu,159,30,281,100
maybay_muctieu (82).jpg,259,194,maybay_muctieu,4,44,217,187
maybay_muctieu (83).jpg,299,168,maybay_muctieu,19,49,288,144
maybay_muctieu (83).jpg,299,168,maybay_muctieu,74,21,283,86
maybay_muctieu (84).jpg,225,225,maybay_muctieu,3,46,225,185
maybay_muctieu (85).jpg,291,173,maybay_muctieu,44,57,291,130
maybay_muctieu (86).jpg,300,168,maybay_muctieu,30,45,128,116
maybay_muctieu (87).jpg,275,183,maybay_muctieu,28,71,126,103
maybay_muctieu (87).jpg,275,183,maybay_muctieu,145,46,224,82
maybay_muctieu (88).jpg,275,183,maybay_muctieu,20,41,263,119
maybay_muctieu (89).jpg,259,194,maybay_muctieu,2,44,259,135
maybay_muctieu (90).jpg,225,225,maybay_muctieu,22,73,215,153
maybay_muctieu (90).jpg,225,225,ten_lua,167,143,198,153
maybay_muctieu (90).jpg,225,225,ten_lua,150,137,173,150
maybay_muctieu (91).jpg,285,177,maybay_muctieu,17,1,262,100
maybay_muctieu (92).jpg,259,194,maybay_muctieu,108,31,257,132
maybay_muctieu (93).jpg,273,185,maybay_muctieu,48,50,245,124
maybay_muctieu (94).jpg,282,179,maybay_muctieu,27,45,276,132
maybay_muctieu (95).jpg,291,173,maybay_muctieu,15,49,256,122
maybay_muctieu (96).jpg,308,164,maybay_muctieu,21,34,293,126
maybay_muctieu (97).jpg,275,183,maybay_muctieu,34,33,227,160
maybay_muctieu (98).jpg,259,195,maybay_muctieu,67,63,155,117
maybay_muctieu (98).jpg,259,195,maybay_muctieu,158,122,231,166
maybay_muctieu (99).jpg,300,168,maybay_muctieu,17,45,287,127
may_bay_khong_nguoi_lai (100).jpg,479,480,maybay_khongnguoilai,67,63,354,423
may_bay_khong_nguoi_lai (101).jpg,640,426,maybay_khongnguoilai,43,21,571,369
may_bay_khong_nguoi_lai (103).jpg,640,360,maybay_khongnguoilai,108,89,555,242
may_bay_khong_nguoi_lai (104).jpg,640,388,maybay_khongnguoilai,234,32,567,199
may_bay_khong_nguoi_lai (105).jpg,640,400,maybay_khongnguoilai,127,115,490,253
may_bay_khong_nguoi_lai (106).jpg,640,319,maybay_khongnguoilai,71,22,568,273
may_bay_khong_nguoi_lai (107).jpg,640,353,maybay_khongnguoilai,16,77,636,266
may_bay_khong_nguoi_lai (108).jpg,640,399,maybay_khongnguoilai,262,139,355,202
may_bay_khong_nguoi_lai (108).jpg,640,399,maybay_khongnguoilai,476,207,577,305
may_bay_khong_nguoi_lai (108).jpg,640,399,maybay_khongnguoilai,208,261,328,388
may_bay_khong_nguoi_lai (108).jpg,640,399,maybay_khongnguoilai,58,155,136,236
may_bay_khong_nguoi_lai (108).jpg,640,399,maybay_khongnguoilai,317,27,383,93
may_bay_khong_nguoi_lai (109).jpg,640,408,maybay_khongnguoilai,68,159,606,321
may_bay_khong_nguoi_lai (109).jpg,640,408,maybay_khongnguoilai,456,102,616,138
may_bay_khong_nguoi_lai (109).jpg,640,408,maybay_khongnguoilai,216,106,349,135
may_bay_khong_nguoi_lai (110).jpg,600,450,maybay_khongnguoilai,127,120,507,319
may_bay_khong_nguoi_lai (111).jpg,640,378,maybay_khongnguoilai,107,103,522,233
may_bay_khong_nguoi_lai (112).jpg,640,426,maybay_khongnguoilai,36,72,234,111
may_bay_khong_nguoi_lai (112).jpg,640,426,maybay_khongnguoilai,166,15,315,81
may_bay_khong_nguoi_lai (112).jpg,640,426,maybay_khongnguoilai,161,122,329,164
may_bay_khong_nguoi_lai (112).jpg,640,426,maybay_khongnguoilai,139,166,471,256
may_bay_khong_nguoi_lai (112).jpg,640,426,maybay_khongnguoilai,44,249,275,314
may_bay_khong_nguoi_lai (112).jpg,640,426,maybay_khongnguoilai,196,289,431,349
may_bay_khong_nguoi_lai (112).jpg,640,426,maybay_khongnguoilai,355,246,598,310
may_bay_khong_nguoi_lai (112).jpg,640,426,maybay_khongnguoilai,437,124,601,189
may_bay_khong_nguoi_lai (112).jpg,640,426,maybay_khongnguoilai,408,83,497,115
may_bay_khong_nguoi_lai (112).jpg,640,426,maybay_khongnguoilai,339,49,445,78
may_bay_khong_nguoi_lai (112).jpg,640,426,maybay_khongnguoilai,477,52,573,84
may_bay_khong_nguoi_lai (112).jpg,640,426,maybay_khongnguoilai,404,24,503,53
may_bay_khong_nguoi_lai (113).jpg,502,347,maybay_khongnguoilai,55,192,502,297
may_bay_khong_nguoi_lai (114).jpg,640,360,maybay_khongnguoilai,297,38,361,66
may_bay_khong_nguoi_lai (115).jpg,480,480,maybay_khongnguoilai,125,104,348,384
may_bay_khong_nguoi_lai (116).jpg,640,413,maybay_khongnguoilai,68,41,586,382
may_bay_khong_nguoi_lai (117).jpg,640,480,maybay_khongnguoilai,3,109,637,339
may_bay_khong_nguoi_lai (118).jpg,581,480,maybay_khongnguoilai,19,32,549,421
may_bay_khong_nguoi_lai (119).jpg,102,480,maybay_khongnguoilai,4,57,102,126
may_bay_khong_nguoi_lai (120).jpg,640,480,maybay_khongnguoilai,19,46,621,356
